,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2019-02-27,2,2019-02-27,16.958333333333332,10.483333333333333,70.91666666666667,1006.5083333333333,312.5833333333333,2.9583333333333335,460.0833333333333,144.0,404.0
2019-02-28,2,2019-02-28,16.475,8.924999999999999,71.33333333333333,1007.5999999999999,18.5,2.5916666666666663,534.8333333333334,104.0,419.5
2019-03-01,3,2019-03-01,16.325,11.766666666666667,73.0,1007.0333333333333,323.6666666666667,2.2916666666666665,581.0833333333334,108.0,432.8333333333333
2019-03-02,3,2019-03-02,17.066666666666666,13.475,69.66666666666667,1006.0083333333333,23.833333333333332,3.0833333333333335,592.25,91.91666666666667,442.5833333333333
2019-03-03,3,2019-03-03,16.9,15.491666666666667,76.58333333333333,1004.0500000000001,163.16666666666666,2.7083333333333335,480.6666666666667,150.75,410.5833333333333
2019-03-04,3,2019-03-04,16.575,11.616666666666667,71.5,1004.2833333333333,184.75,2.3666666666666667,623.0833333333334,97.58333333333333,450.5833333333333
2019-03-05,3,2019-03-05,18.016666666666666,12.383333333333333,64.5,998.6833333333333,217.0,1.9666666666666668,606.1666666666666,105.75,452.4166666666667
2019-03-06,3,2019-03-06,16.325,19.008333333333333,78.0,998.1500000000001,255.16666666666666,7.566666666666666,270.8333333333333,202.75,349.3333333333333
2019-03-07,3,2019-03-07,14.576923076923077,13.899999999999999,64.38461538461539,1001.3307692307692,331.46153846153845,2.9000000000000004,379.38461538461536,165.6153846153846,358.38461538461536
2019-03-08,3,2019-03-08,14.633333333333335,15.758333333333335,71.91666666666667,1001.7666666666669,156.83333333333334,3.9249999999999994,264.9166666666667,184.33333333333334,334.3333333333333
2019-03-09,3,2019-03-09,16.900000000000002,9.553846153846154,56.69230769230769,1005.0461538461539,44.53846153846154,7.161538461538462,681.1538461538462,65.23076923076923,451.46153846153845
